Feature00,Feature01,Feature02,Feature03,Feature04,Feature05,Feature06,Feature07,Feature08,Feature09,Feature10,Feature11,Feature12,Feature13,Feature14,Feature15,Feature16,Feature17,Feature18,Feature19,Feature20,Feature21,Feature22,Feature23,Feature24,Feature25,Label
29.38591766,8.464006406,58.21009445,8.929967009,zero,8.852290154,53.78499918,0.205862626,0.292645723,654.013916,577.777771,1168.333252,49.62464422,2.880064011,0.129600003,178.6000066,0.05311932,0.330882043,294.083313,77.75,561.944458,41.81779176,3.270522356,,92.01999637,40.73500168,1
23.93553925,8.840680792,,,zero,9.288457871,48.46500087,0.199013397,0.291101933,606.777771,415.8888855,1089.166626,34.1652371,2.815655947,0.157900006,157.0500026,0.202952474,0.328599304,263.8194275,72.22222138,508,22.01499976,3.16875577,,80.54500358,42.89999924,0
45.14405441,8.071985788,,,zero,7.670985699,126.650004,0.199003458,0.286720246,637.111145,829.722229,1145.555664,36.2332128,3.110359907,0.128199995,167.050006,0.263329208,0.322291911,250.569458,59.58333588,509.4166565,28.28679793,3.31137085,,87.92500012,53.01000056,0
18.19044113,9.54380585,,,zero,10.07882977,33.86499884,0.198512062,0.29204005,585.236145,125.6666641,1078.611084,41.48932546,3.028996944,0.163599998,179.3999982,0.263585329,0.326882571,206.930542,7.355555534,435.2778015,31.55548871,3.223302126,,86.3000023,43.48500079,0
22.57647705,8.761161068,,,zero,8.496657372,63.87999747,0.198315173,0.284336656,600.652771,219.0833283,1096.388916,39.32950646,3.147293329,0.161599994,156.449998,0.25556311,0.318274498,294.472229,95.16666412,554.583313,30.23032099,3.347393036,,79.73500033,48.08000085,0
,,,,zero,8.581713677,54.49500168,0.197286055,0.2922934,661.055542,688.888855,1176.666748,37.28472814,3.053940058,0.123599999,152.5999978,0.26113838,0.327990443,322.5,150.9444428,600.555542,26.11761913,3.252527237,,87.83499652,46.68999827,0
42.18544769,7.986886326,,,zero,7.657373905,110.5499978,0.196830347,0.292444825,635.055542,1023.333313,1129.722168,35.98153591,3.034291029,0.124799997,157.0500026,0.24907361,0.322923362,281.222229,90.83333588,543.694397,26.89622715,3.263654232,,91.87999967,43.43999899,0
18.66253662,9.217355178,,,zero,9.924576759,38.01500134,0.19628866,0.292038322,594.263916,210.3055573,1080.833374,42.45239496,3.0165205,0.155499995,147.0499992,0.255150467,0.320901454,260.555542,34.72777557,507.6666565,32.02814236,3.235950947,,89.08499876,41.00500155,0
,,,,zero,9.640163422,39.85999865,0.196108282,0.293093771,600.722229,288.472229,1095.833374,42.66023636,3.016985655,0.158899993,158.3999983,0.252240717,0.323389977,269.597229,23.22777748,521.305542,32.73874521,3.231748581,,84.77999654,38.41999933,0
48.93199921,8.035714455,,,zero,7.522785664,146.499995,0.195945233,0.289050371,657.638916,572.222229,1184.444458,36.90828756,3.103669643,0.098099999,174.4500041,0.259391993,0.324401468,262.930542,81.75,532.111145,29.58903462,3.300872564,,103.6999965,47.85499914,0
17.73266029,9.584263938,,,zero,10.16149139,35.59000106,0.195717916,0.292913795,611.152771,263.6944275,1100,42.06597805,3.020267963,0.166999996,153.4500043,0.256976396,0.32089293,218.3333283,9.894444466,444.972229,31.6429995,3.233551741,,85.86000331,37.40999819,0
20.18524742,8.934152029,38.43832016,9.441964571,zero,9.412187576,41.38000077,0.195710555,0.293473393,630.875,257.222229,1135.833374,40.58309272,3.014503002,0.157900006,164.0999981,0.254921407,0.323175013,264.972229,31.71388817,517.555542,30.88697605,3.231550217,,86.74000128,37.91999916,1
17.78374672,9.481027075,,,zero,9.987380028,35.56500087,0.195657358,0.291453362,583.125,350.0833435,1079.72229,41.41419753,3.037249088,0.177900001,153.7000062,0.263703466,0.325729877,214.5138855,10.58333397,442.194458,31.13535233,3.230265617,,96.28500266,44.17500168,0
45.52586365,7.917132228,,,zero,7.588481903,117.5500001,0.195445731,0.291300029,645.208313,661.388916,1163.888794,36.16600856,3.042759895,0.1074,175.0999945,0.248854995,0.322833806,288.375,71.72222138,559.444458,27.41842531,3.268013239,,100.2999998,54.02500028,0
20.45671463,9.035993308,40.47015762,9.554967061,zero,9.739780426,40.02499918,0.195180014,0.292774499,630.625,417.5,1129.166626,41.42915085,3.009807348,0.159899995,153.3000032,0.255914986,0.321456581,247.2777863,19.20833206,493.527771,31.32485598,3.223113537,,81.3450024,38.17999823,1
17.96898651,9.51171867,33.30666351,10.03348273,zero,10.0661602,35.88500113,0.195101395,0.294070065,629.611145,486,1126.666748,42.21465811,3.010089159,0.144099996,144.250007,0.258158296,0.3219859,235.1944428,21.09722138,462.472229,32.76089206,3.223888397,,86.23499889,39.67500015,1
16.62477493,9.720982699,29.48171425,10.29994406,zero,10.17628384,34.23499948,0.195096567,0.29270947,610.472229,212.3055573,1094.166626,41.43182933,3.018221617,0.162100002,159.4000059,0.25728029,0.320124745,222.9861145,12.38055611,443.805542,31.46769851,3.230757713,,78.86999811,38.27999899,1
17.36921883,9.577287748,,,zero,10.0840807,35.43500134,0.195030659,0.293495566,591.902771,239.0555573,1079.166626,41.58945754,3.022375107,0.1743,149.5000033,0.257703394,0.320340812,240.3055573,17.11944389,472.8055725,31.58387542,3.23472333,,81.73999959,45.31499872,0
17.06978989,9.719587114,,,zero,10.10023594,37.86000161,0.194865793,0.293590665,566.194458,109,1057.22229,41.78468883,3.015429974,0.1699,150.8499991,0.25637266,0.321064174,231.4722138,18.89722252,459.0555725,31.80198371,3.229770899,,86.36999701,41.14499825,0
21.89206123,8.798827986,43.01460266,9.274553348,zero,9.269022942,43.80500104,0.194776088,0.294003099,660.347229,590.833313,1167.77771,40.44444859,3.011340857,0.105899997,181.950003,0.25330469,0.324224025,260.069458,25.08055496,512.638855,31.10153601,3.22496748,,96.84499673,47.16499825,1
25.26044083,8.568638854,,,zero,8.751571655,50.85500015,0.194721997,0.288249344,624.75,312.472229,1132.77771,38.96445036,3.084866762,0.121299997,146.3999943,0.26259473,0.323965579,276.625,62.08333206,539.111084,32.23180026,3.28093338,,95.13000259,42.79999848,0
32.01452255,8.426339487,,,zero,8.530349731,67.21499813,0.194670185,0.293911427,623.708313,505.3055725,1129.999878,38.01693022,3.019388437,0.124799997,170.5500035,0.253787309,0.323375702,252.3055573,25.72500038,499.111084,28.29906717,3.24122119,,93.78999675,41.80999895,0
32.69825363,8.348214481,70.38739014,8.779296734,zero,8.444602013,68.69000208,0.194514081,0.293949157,674.555542,641.666626,1193.888916,38.07555139,3.015027523,0.115400001,178.6000066,0.253042162,0.324328989,270.6388855,69.75,526.194458,28.64087373,3.231905222,,91.03499906,35.29999958,1
19.14041901,9.334542687,,,zero,9.75283432,39.80499969,0.194406465,0.293222159,661.222229,533.333313,1173.055542,41.63240269,3.015530586,0.163299993,163.0500046,0.257245302,0.321999937,256.722229,20.71666718,498.6111145,31.48889542,3.231987715,,98.99999714,43.27499846,0
20.76351547,8.924386404,,,zero,9.426916122,43.69499948,0.194230616,0.292290628,641.555542,352.1944275,1146.666626,42.32891277,3.014342308,0.153500006,172.4500035,0.246860817,0.32269156,274.694458,55.39999771,524.833313,32.99241886,3.23025465,,89.05499999,41.60000026,0
17.66957855,9.461495823,,,zero,9.768760681,35.95000089,0.194225505,0.292663842,614.402771,188.4166718,1117.77771,43.95061359,3.0163095,0.166700006,146.7499969,0.250326067,0.323263943,255.6527863,20.06944466,496.3611145,34.55334157,3.22848773,,84.69999739,43.41000022,0
25.54641724,8.588170106,52.32047272,8.97460925,zero,8.797718048,50.50999971,0.194148257,0.290760279,630.972229,710.555542,1152.77771,39.64977711,3.071842194,0.132599995,164.8500038,0.260943681,0.326923072,274.7083435,45.52222443,536.333313,33.25848281,3.264195919,,91.02500189,38.80000077,1
18.90113258,9.54799087,,,zero,9.952731133,36.21499855,0.194130495,0.291943014,617.638916,236.972229,1115.833374,42.02823341,3.032899141,0.174999997,168.8500051,0.262996107,0.325478226,211.6111145,14.66944504,441.472229,32.04331547,3.227208138,,83.68999988,40.6500003,0
21.55052376,9.00669643,44.8710022,9.545201435,zero,9.307544708,46.9000006,0.194081619,0.292874098,614.763916,267.8888855,1114.166626,39.03272376,3.02743125,0.141800001,170.6500043,0.256708115,0.320588201,241.7222138,36.83055496,463.972229,28.74341235,3.242112637,,89.02500122,40.78499842,1
17.60426712,9.559152081,31.86178398,10.0990518,zero,10.06542873,37.56500155,0.194056854,0.294147909,607.416687,200.5,1098.055542,42.00747982,3.009158135,0.157900006,161.1500047,0.256825626,0.321549535,232.222229,13.03888893,450.4166565,32.55500644,3.221810818,,88.30000297,44.73000081,1
19.92474937,9.150390515,,,zero,9.704458237,39.00500087,0.19402352,0.293961942,634.277771,655,1139.722168,41.04793444,3.011343241,0.152400002,151.7500059,0.25671494,0.323208928,267.2361145,66.41666412,509.694458,31.09638393,3.22274375,,87.93499728,39.39499948,0
21.50326157,9.052734257,,,zero,9.697476387,39.89000106,0.193985149,0.289087236,620.138916,205.777771,1120.555542,40.89945555,3.053613186,0.160400003,181.8000019,0.267885327,0.322303414,266.722229,44.34166718,507.444458,31.86564148,3.247928858,,83.12499995,44.99499846,0
25.97006798,8.853235853,55.82680512,9.330357667,zero,9.704573631,36.42500087,0.193964213,0.290349752,639.597229,425.194458,1142.22229,44.19100285,3.062286615,0.165199995,155.0000015,0.258124799,0.328624696,250.777771,106.5833359,503.4721985,37.35054657,3.254161596,,89.6049969,40.53999874,1
18.01920891,9.447545177,,,zero,10.03199482,36.73999891,0.193803281,0.294075608,601.208313,162.5,1103.611206,42.20711067,3.015056133,0.136999995,156.6499996,0.257101566,0.322134733,235.930542,31.23888969,461.333313,32.68362954,3.227021456,,92.45499678,36.05999882,0
,,,,zero,10.08374691,31.81500142,0.193712354,0.290198118,577.027771,142.4722138,1069.444458,40.60367122,3.038639784,0.184300005,163.7499954,0.264495969,0.325618148,205.555542,6.388888836,425.1666565,30.84907867,3.234124899,,91.36500012,42.44500087,0
17.61655426,9.538225244,32.31499863,10.08231085,zero,9.980816841,36.82500028,0.193651438,0.29362309,608.194458,348.972229,1099.444458,41.82165116,3.012669802,0.159199998,179.1499963,0.256093264,0.321607143,235.5,14.23611164,470.027771,31.7816101,3.229058981,,87.87999832,39.52000043,1
18.63804054,9.507532782,35.14112854,9.966517195,zero,9.930632591,35.74500079,0.193556324,0.292950451,612.791687,254.722229,1121.388794,41.52244702,3.033216476,0.166500002,162.049997,0.264020383,0.326052308,226.9305573,12.22222233,460.444458,32.10015595,3.226615429,,83.71000149,47.75499838,1
17.77669334,9.439173401,,,zero,9.585875511,41.34499977,0.193489596,0.292656362,598.527771,260.944458,1090.833252,41.3791202,3.017448664,0.169100002,168.2500006,0.256628573,0.322312176,232.8194428,11.78333378,455.194458,31.49151057,3.234516621,,82.01500168,40.52000077,0
33.93968201,8.345423311,74.0905304,8.805803309,zero,8.410311699,67.05499982,0.193122193,0.292112976,664.055542,726.666687,1189.444458,37.20650822,3.020131111,0.126000002,171.4499958,0.251132429,0.322916985,272.7361145,45.35833359,530.972229,27.62805112,3.243509531,,87.16499724,47.45000115,1
22.23054123,8.762555785,,,zero,9.492229462,39.41500108,0.193098724,0.293508977,632.930542,301.194458,1134.72229,42.01114923,3.013205767,0.152099997,157.7999938,0.252781987,0.323917806,276.6666565,34.4861145,533.611084,31.97263181,3.226371527,,81.29000344,42.24499935,0
20.53197479,9.100167668,,,zero,9.357551575,42.25000157,0.192854822,0.292080373,608.180542,241.0277863,1105,40.20637274,3.018091917,0.170900002,155.2500034,0.254778534,0.321644455,229.5694428,15.64166641,463.1111145,30.1183071,3.232510805,,81.45500033,44.09499888,0
24.1754818,8.786272057,,,zero,9.241887093,48.18999878,0.192796141,0.293222785,643.847229,456.277771,1154.444458,39.0554294,3.020436525,0.124300003,168.300001,0.257017762,0.320955396,230.7777863,14.91388798,470.583313,29.42123637,3.233166218,,90.00499995,43.8499992,0
22.49520493,9.055524559,,,zero,9.519604683,44.7099992,0.192726061,0.289029241,629.875,369.555542,1129.166626,41.51274264,3.055334091,0.152099997,165.3000072,0.267525971,0.322028101,254.8194428,28.80277824,496.305542,33.39178488,3.251030922,,98.52500079,42.68499833,0
17.84367371,9.377790211,32.16326141,9.87165124,zero,9.579138756,41.01000013,0.192544878,0.29336825,599.388855,161.1666565,1102.5,41.86424986,3.012660265,0.1426,165.8999972,0.255934387,0.323410273,234.9305573,24.94722176,460.0278015,31.86946362,3.224847078,,86.80499741,40.49500058,1
19.70256233,9.27734365,,,zero,9.899580956,40.25000089,0.191920489,0.289642364,630.597229,393.6388855,1124.722168,43.11729595,3.052527666,0.167699993,178.5500062,0.265219122,0.323149234,248.3888855,27.16944504,485.8333435,33.80795941,3.245076418,,93.86499733,40.35999882,0
25.64134407,8.590959541,54.5483551,9.031808287,zero,8.711463928,60.12499944,0.191884041,0.293607742,672.527771,709.722229,1195,38.87400031,3.020897865,0.128199995,167.4499945,0.255842269,0.324092269,257.5833435,37.73611069,505.277771,29.3955002,3.244493961,,87.38999895,39.50999962,1
25.55082512,8.628626459,,,zero,8.857428551,53.29499982,0.191863164,0.293290407,672.722229,723.333313,1182.5,39.23628107,3.018391848,0.159899995,153.9999939,0.256532371,0.323437542,252.2638855,40.22222138,499.083313,29.46342714,3.235983849,,87.33000141,42.00499825,0
21.88055039,9.001115825,44.17659378,9.493583003,zero,9.638240814,42.75500032,0.191777095,0.288804889,591.708374,250.5833283,1085.833374,40.86424038,3.049250841,0.139899999,173.4499965,0.266541123,0.322164804,253.194458,30.04999924,499.055542,32.01253712,3.247242212,,104.6999969,42.09499821,1
36.16599655,8.231026971,79.26602936,8.649553296,zero,8.208735466,71.37999637,0.191679746,0.29239428,697.416687,877.222229,1224.166626,37.13921085,3.021018267,0.104199998,170.5000032,0.25178799,0.323494494,273.1666565,55.13055801,533.416626,27.63739042,3.241567135,,91.90999845,37.72000127,1
22.8984108,9.001115825,,,zero,9.425451279,45.68000077,0.191568136,0.296116531,648.833313,481.1666565,1157.777832,40.44846818,3.010650158,0.172499999,145.0999989,0.26678744,0.330735296,252.3333435,36.20000076,499.6944275,29.3182414,3.213514328,,76.19000098,52.49999958,0
37.19608688,8.366350147,,,zero,7.814806938,131.9000003,0.191500172,0.291740626,678.847229,702.777771,1197.22229,40.81241414,3.061913729,0.128700003,178.2000036,0.254261166,0.32216394,305.6666565,127.8055573,569.166687,31.29993379,3.270623922,,94.34999811,47.40000077,0
20.21912003,8.916015495,,,zero,9.640396118,35.9149999,0.191369072,0.291232228,619.5,263.6666565,1101.666626,42.47614741,3.0234828,0.184799999,154.7499996,0.245346233,0.324054092,299.6111145,64.1388855,558.888855,32.56436065,3.235622644,,76.06500003,43.08500138,0
22.73077202,8.93833705,,,zero,9.779359818,33.3349999,0.191341043,0.28756094,617.555542,338.25,1111.388916,43.67881641,3.075446844,0.146500006,155.0500019,0.258695066,0.325204402,237.9861145,18.68611145,487.583313,36.81265935,3.264507771,,76.53499779,41.14499825,0
31.60129929,8.607701357,,,zero,9.161832809,53.17500109,0.191223994,0.290432692,656.111084,822.222229,1175.833252,40.24291039,3.051266193,0.105899997,180.4500062,0.26614809,0.322745323,270.875,42.10000229,525.916687,32.47982636,3.251523972,,97.73499914,49.41500083,0
24.03433418,8.722098564,49.42670059,9.115513899,zero,8.977420807,50.91500134,0.191041216,0.29199186,645.861084,446.5833435,1158.055542,39.92128745,3.057685137,0.140900001,178.9499947,0.260360628,0.328283876,257.319458,24.94999886,516.277771,31.53079003,3.247600794,,101.2499997,47.44000034,1
23.66147232,8.850446417,,,zero,9.227360725,45.64000119,0.190973774,0.28845793,652.916687,316.777771,1163.333374,41.69265926,3.07232976,0.122299999,173.7999992,0.259316921,0.321512252,286.652771,108.8611069,540.277771,32.40310028,3.271918297,,98.96499978,46.18499952,0
24.07443047,8.650948881,49.42840195,9.126673375,zero,8.993058205,50.5450007,0.190879703,0.295484006,634.763916,444.888916,1144.722168,40.56709632,3.009134531,0.153799996,162.049997,0.251420528,0.326948226,285.652771,48.31111145,548.944397,31.16321005,3.222795725,,90.00000136,44.26500163,1
21.17119598,8.931360859,,,zero,9.233864784,41.7400006,0.190876514,0.28645581,608.597229,195.5555573,1103.888916,40.92758521,3.083758831,0.157399997,163.699995,0.256135076,0.319648564,275.5138855,60.77777863,522.111084,31.54295683,3.283198357,,87.11499686,41.04500113,0
60.43037415,7.837611636,,,zero,7.371198177,168.4000017,0.190694526,0.288976789,626.125,639.166687,1115.833374,34.31056067,3.101899386,0.126699999,186.0500051,0.24815765,0.325600207,292.527771,126.527771,559.722229,24.01113883,3.303369284,,81.99000149,51.27500117,0
25.37043762,8.519810725,,,zero,9.028961182,50.7650002,0.190683484,0.292135358,658.5,594.444458,1175.833252,40.74186087,3.016925812,0.133499995,172,0.245879382,0.323206157,275.597229,36.18055725,533.944458,31.17590025,3.234522104,,86.28499927,43.83000123,0
45.51879501,7.964564772,,,zero,8.117618561,76.01000107,0.190580875,0.291028559,654.708313,785.555603,1161.111206,35.93293205,3.045193911,0.108099997,178.7999936,0.258338273,0.326984078,304.25,131.2222138,571.666687,26.77809447,3.246147633,,95.47999798,48.26499935,1
27.61371803,8.758370765,,,zero,9.121245384,51.37499829,0.190579265,0.292198926,647.291687,333.777771,1167.5,39.48622942,3.042447567,0.115400001,165.1500061,0.262754053,0.326346427,236.75,34.47222138,474.1388855,29.91695143,3.234990835,,91.79500194,41.42499893,0
,7.885903718,,,zero,7.545885563,139.6000007,0.190543503,0.294815004,663.902771,582.5,1180.833374,37.28119656,2.995229006,0.101599999,173.4999969,0.253109336,0.328827709,327.5694275,195.7222138,609.722229,27.30955556,3.20593214,,89.23999849,52.31500109,1
18.82533073,9.167131464,34.86776733,9.708426771,zero,9.566830635,39.39499948,0.190542683,0.29290399,634.958313,352.4166565,1132.5,43.30929369,3.016340733,0.147499993,155.7999931,0.247671634,0.324171364,251.597229,21.63333321,493.0833435,34.02539343,3.229635954,,92.98499936,42.52000144,1
19.37361717,9.186662715,38.65208817,9.677734308,zero,9.816666603,38.86500053,0.190477207,0.291915715,627.763916,511.1388855,1134.444458,43.28327999,3.037188292,0.140699998,167.050006,0.261797786,0.327018172,247.1944428,21.64999962,491.527771,34.75159407,3.229883432,,98.19000115,40.90999937,1
34.1846695,8.240792597,,,zero,8.35600853,67.73500354,0.190455154,0.287380517,636.375,1105.277832,1140.833252,37.11742163,3.082871914,0.128700003,176.8999937,0.262379348,0.323555678,270.9861145,83.91667175,532.277771,28.49067934,3.284127712,,78.32000119,52.83000064,0
22.61140823,8.776506431,,,zero,9.145625114,49.81000166,0.190416187,0.295438349,642.916687,403.5833435,1141.666748,40.65624252,3.012557507,0.152099997,162.1499978,0.250873506,0.32648012,290.9861145,71.91666412,547.722229,30.98542243,3.228372097,,96.9449975,46.44499859,0
37.33399582,8.21986576,,,zero,8.317537308,73.24499893,0.18999134,0.289607823,672.333313,956.944458,1199.166626,37.73434833,3.073411942,0.131600007,174.9499934,0.258254886,0.325347722,271.6111145,68.27777863,536.694458,29.28805351,3.263848066,,96.16500029,43.6549999,0
23.9559288,8.482142072,,,zero,8.911144257,44.3200006,0.189791814,0.293164998,666.861084,512.111084,1172.499878,39.39154372,3.018171072,0.110299997,167.1000064,0.247997269,0.325005651,310.680542,101.1666641,585.277771,30.595202,3.230474711,,83.97499914,43.65999848,0
28.1337471,8.445870739,,,zero,8.721196175,55.66500113,0.189782724,0.293937653,658.777771,889.166687,1171.388916,38.07772324,3.028479815,0.146200001,162.8500031,0.263073504,0.329747498,297.9166565,76.80555725,565.555542,28.85486931,3.229743242,,81.84499893,45.59499939,0
42.62643051,8.092912625,85.60726166,8.505859211,zero,8.023274422,105.3000015,0.189656541,0.295271784,708.527771,856.944397,1248.611084,38.63212839,3.033119679,0.098800004,189.6500035,0.25911966,0.323522419,345.5,335.222229,631.944458,30.10550328,3.235206127,,92.12500299,48.2050018,1
21.91528893,8.602120752,,,zero,8.980239868,43.53999975,0.189635754,0.292913139,658.541687,687.222229,1154.444458,38.75624389,3.021768808,0.145699993,165.6499953,0.247650936,0.324441999,308.1805725,129.8611145,572.777832,29.44464237,3.235771418,,90.16499826,48.21499897,0
23.75042725,8.844865812,49.56887436,9.333147102,zero,9.1301651,45.50000085,0.189612418,0.292841911,632.638916,674.444458,1147.5,40.03471136,3.016072035,0.111299999,150.0000071,0.25378111,0.322234988,235.5138855,38.55555725,478,29.87516485,3.231374025,,95.83000065,40.29499905,1
26.53587532,8.519810725,,,zero,9.365188599,39.81500049,0.189473391,0.291593492,605.916626,372.027771,1094.166626,41.29867256,3.020258427,0.151899993,151.0500006,0.245717302,0.324488282,287.6388855,45.74166489,550.5,31.91554174,3.234549761,,83.50999997,41.90500113,0
27.18756485,8.39425144,,,zero,7.964845181,89.19499669,0.189393908,0.28524214,635.152771,388.277771,1138.888916,37.48617321,3.138339996,0.128700003,177.2499963,0.24980998,0.316604257,299.277771,136.222229,574.722229,28.10921148,3.341739655,,96.44500096,44.96000111,0
45.60758209,8.12639539,101.5605087,8.581193915,zero,8.711203575,62.25499965,0.189167678,0.295264334,684.583313,980,1217.5,38.32664713,2.911738634,0.112499997,179.900002,0.065920256,0.32681644,315.2083435,161.027771,584.166626,33.51517767,3.198701143,,94.69500219,46.2450007,1
51.22348023,7.875278554,,,zero,7.997917175,89.62499851,0.188966766,0.293190599,658.541687,476.2499695,1178.055542,35.74138507,3.03587389,0.074299999,166.1999995,0.260834932,0.328872681,281.7083435,64.83333588,561.111145,26.62704326,3.238966703,,96.38500342,51.8099987,0
47.47815704,8.04129506,101.3233337,8.46261082,zero,8.42769146,91.67499957,0.188870907,0.293017209,704.777771,646.388855,1247.5,39.81587291,3.049378157,0.0986,194.799999,0.260231823,0.32600224,308.1805725,92.58332825,582.777771,30.56265228,3.251557589,,93.51000335,47.50500011,1
20.04499435,9.065290185,,,zero,9.604537964,38.40000136,0.188696951,0.292749792,648.916687,511.1111145,1152.77771,42.97738522,3.042640209,0.144299999,172.9500073,0.259588629,0.327974021,263.930542,24.61111069,515.972229,34.33624283,3.232769728,,104.0999996,42.82000009,0
,,,,zero,7.819841385,5482.499953,0.1886926,0.290248871,640.416687,2168.888916,1067.5,40.81992805,3.049052239,0.024599999,165.7999965,0.263345838,0.324817538,202.5277863,7.263888836,423.1944275,30.83902039,3.242118359,,83.89999857,42.76500113,0
21.16234398,8.918805798,,,zero,9.153060913,51.70499935,0.188625276,0.290519506,653.236145,261.3888855,1161.666748,42.91053489,3.060950518,0.144800007,176.0500018,0.260693938,0.324983478,282.5,39.21111298,538.055542,33.7604247,3.256037712,,81.55999967,44.34999937,0
29.66328239,8.583984218,67.96819305,9.038782743,zero,8.870864868,55.18499893,0.188537926,0.291476637,637.611145,423.138916,1165.555542,41.55646637,3.053959608,0.142299995,174.7500064,0.255231708,0.326973826,260.930542,32.93055344,521.416687,33.8020213,3.24317956,,104.849998,50.41500117,1
18.70101166,9.401506483,,,zero,9.614107132,90.82999895,0.188510984,0.291017681,584.138855,377.6111145,1047.22229,41.55877605,3.044170618,0.095899999,156.7500003,0.263795614,0.324879617,207.0694428,9.702777863,429.5833435,31.69993311,3.238261938,,70.41999925,41.11000089,0
22.65684128,8.982980158,46.90205002,9.412667694,zero,9.23431015,44.57500108,0.188469142,0.292721421,650.791687,428.1111145,1173.333374,41.00236669,3.04831028,0.142299995,173.8499996,0.261444837,0.327927738,247.4027863,41,498.3333435,32.65489265,3.237805843,,86.19500295,47.41500015,1
26.39697838,8.670480133,,,zero,8.902573586,54.48500087,0.188369781,0.293642491,652.875,607.222229,1166.388916,40.19178078,3.046247721,0.103200004,180.8499947,0.258608252,0.329755604,269.9166565,41.58888626,533.222229,31.7742154,3.249658585,,94.06999743,44.57999967,0
36.11190796,8.355188937,72.12335968,8.744420119,zero,7.981620789,108.4500036,0.18820779,0.294308275,679.277771,788.055542,1195.27771,40.6255275,3.051808357,0.102200002,185.6500021,0.251967341,0.3250404,327.472229,229.5555573,600.555542,32.40322322,3.263051033,,79.40499927,46.94499876,1
23.59674454,8.705357615,,,zero,8.906061173,47.31000081,0.188188434,0.289815515,621.597229,203.7222138,1126.666748,38.68215531,3.070666552,0.127200007,159.5000067,0.261221975,0.326521725,242.0416565,22.41111183,492.472229,29.98448163,3.262083292,,96.50999709,40.12000136,0
23.46608353,8.73186419,,,zero,9.077665329,55.20500054,0.188106343,0.289248675,667.638916,481.6111145,1179.166626,41.85407236,3.074809074,0.109399997,176.0500018,0.255091816,0.321774542,296.2638855,87.8611145,560.555542,32.9250209,3.274157047,,104.6999969,43.77000005,0
,,,,zero,9.102006912,44.61999924,0.188025445,0.293759137,653,488.222229,1158.333374,41.0271585,3.044466019,0.150600001,148.9999995,0.253678322,0.33083427,292.7638855,77.80555725,554.111145,31.35694936,3.24528718,,79.12000001,43.29500007,0
